,lon,lat,diversity
249,5000.0,6689204.14285714,10.0
250,95000.0,6689204.14285714,10.0
251,185000.0,6689204.14285714,10.0
252,275000.0,6689204.14285714,7.0
253,365000.0,6689204.14285714,6.0
254,455000.0,6689204.14285714,9.0
255,545000.0,6689204.14285714,8.0
256,635000.0,6689204.14285714,10.0
257,725000.0,6689204.14285714,7.0
258,815000.0,6689204.14285714,0.0
259,905000.0,6689204.14285714,8.0
260,995000.0,6689204.14285714,8.0
261,1085000.0,6689204.14285714,8.0
262,1175000.0,6689204.14285714,0.0
263,1265000.0,6689204.14285714,0.0
264,1355000.0,6689204.14285714,10.0
265,1445000.0,6689204.14285714,6.0
266,1535000.0,6689204.14285714,6.0
267,1625000.0,6689204.14285714,8.0
268,1715000.0,6689204.14285714,0.0
269,1805000.0,6689204.14285714,0.0
270,-2155000.0,6541786.71428571,3.0
271,-2065000.0,6541786.71428571,6.0
272,-1975000.0,6541786.71428571,6.0
273,-1885000.0,6541786.71428571,3.0
274,-1795000.0,6541786.71428571,9.0
275,-1705000.0,6541786.71428571,7.0
276,-1615000.0,6541786.71428571,6.0
277,-1525000.0,6541786.71428571,7.0
278,-1435000.0,6541786.71428571,10.0
279,-1345000.0,6541786.71428571,4.0
280,-1255000.0,6541786.71428571,8.0
281,-1165000.0,6541786.71428571,6.0
282,-1075000.0,6541786.71428571,11.0
283,-985000.0,6541786.71428571,4.0
284,-895000.0,6541786.71428571,8.0
285,-805000.0,6541786.71428571,5.0
286,-715000.0,6541786.71428571,8.0
287,-625000.0,6541786.71428571,7.0
288,-535000.0,6541786.71428571,7.0
289,-445000.0,6541786.71428571,10.0
290,-355000.0,6541786.71428571,10.0
291,-265000.0,6541786.71428571,7.0
292,-175000.0,6541786.71428571,11.0
293,-85000.0,6541786.71428571,11.0
294,5000.0,6541786.71428571,9.0
295,95000.0,6541786.71428571,8.0
296,185000.0,6541786.71428571,9.0
297,275000.0,6541786.71428571,8.0
298,365000.0,6541786.71428571,9.0
299,455000.0,6541786.71428571,13.0
300,545000.0,6541786.71428571,7.0
301,635000.0,6541786.71428571,11.0
302,725000.0,6541786.71428571,0.0
303,815000.0,6541786.71428571,0.0
304,905000.0,6541786.71428571,5.0
305,995000.0,6541786.71428571,12.0
306,1085000.0,6541786.71428571,0.0
307,1175000.0,6541786.71428571,0.0
308,1265000.0,6541786.71428571,0.0
309,1355000.0,6541786.71428571,0.0
310,1445000.0,6541786.71428571,7.0
311,1535000.0,6541786.71428571,5.0
312,1625000.0,6541786.71428571,8.0
313,1715000.0,6541786.71428571,0.0
314,1805000.0,6541786.71428571,0.0
315,-2155000.0,6394369.28571429,5.0
316,-2065000.0,6394369.28571429,5.0
317,-1975000.0,6394369.28571429,9.0
318,-1885000.0,6394369.28571429,8.0
319,-1795000.0,6394369.28571429,9.0
320,-1705000.0,6394369.28571429,6.0
321,-1615000.0,6394369.28571429,7.0
322,-1525000.0,6394369.28571429,7.0
323,-1435000.0,6394369.28571429,10.0
324,-1345000.0,6394369.28571429,7.0
325,-1255000.0,6394369.28571429,7.0
326,-1165000.0,6394369.28571429,7.0
327,-1075000.0,6394369.28571429,4.0
328,-985000.0,6394369.28571429,7.0
329,-895000.0,6394369.28571429,11.0
330,-805000.0,6394369.28571429,8.0
331,-715000.0,6394369.28571429,10.0
332,-625000.0,6394369.28571429,6.0
333,-535000.0,6394369.28571429,4.0
334,-445000.0,6394369.28571429,8.0
335,-355000.0,6394369.28571429,8.0
336,-265000.0,6394369.28571429,5.0
337,-175000.0,6394369.28571429,8.0
338,-85000.0,6394369.28571429,6.0
339,5000.0,6394369.28571429,6.0
340,95000.0,6394369.28571429,9.0
341,185000.0,6394369.28571429,9.0
342,275000.0,6394369.28571429,9.0
343,365000.0,6394369.28571429,9.0
344,455000.0,6394369.28571429,8.0
345,545000.0,6394369.28571429,8.0
346,635000.0,6394369.28571429,9.0
347,725000.0,6394369.28571429,6.0
348,815000.0,6394369.28571429,7.0
349,905000.0,6394369.28571429,6.0
350,995000.0,6394369.28571429,8.0
351,1085000.0,6394369.28571429,9.0
352,1175000.0,6394369.28571429,9.0
353,1265000.0,6394369.28571429,10.0
354,1355000.0,6394369.28571429,9.0
355,1445000.0,6394369.28571429,8.0
356,1535000.0,6394369.28571429,0.0
357,1625000.0,6394369.28571429,0.0
358,1715000.0,6394369.28571429,0.0
359,1805000.0,6394369.28571429,0.0
360,-2155000.0,6246951.85714286,6.0
361,-2065000.0,6246951.85714286,8.0
362,-1975000.0,6246951.85714286,4.0
363,-1885000.0,6246951.85714286,7.0
364,-1795000.0,6246951.85714286,8.0
365,-1705000.0,6246951.85714286,7.0
366,-1615000.0,6246951.85714286,6.0
367,-1525000.0,6246951.85714286,9.0
368,-1435000.0,6246951.85714286,11.0
369,-1345000.0,6246951.85714286,12.0
370,-1255000.0,6246951.85714286,9.0
371,-1165000.0,6246951.85714286,6.0
372,-1075000.0,6246951.85714286,8.0
373,-985000.0,6246951.85714286,9.0
374,-895000.0,6246951.85714286,7.0
375,-805000.0,6246951.85714286,8.0
376,-715000.0,6246951.85714286,10.0
377,-625000.0,6246951.85714286,6.0
378,-535000.0,6246951.85714286,10.0
379,-445000.0,6246951.85714286,8.0
380,-355000.0,6246951.85714286,12.0
381,-265000.0,6246951.85714286,9.0
382,-175000.0,6246951.85714286,8.0
383,-85000.0,6246951.85714286,7.0
384,5000.0,6246951.85714286,5.0
385,95000.0,6246951.85714286,10.0
386,185000.0,6246951.85714286,8.0
387,275000.0,6246951.85714286,7.0
388,365000.0,6246951.85714286,9.0
389,455000.0,6246951.85714286,10.0
390,545000.0,6246951.85714286,8.0
391,635000.0,6246951.85714286,7.0
392,725000.0,6246951.85714286,8.0
393,815000.0,6246951.85714286,8.0
394,905000.0,6246951.85714286,9.0
395,995000.0,6246951.85714286,10.0
396,1085000.0,6246951.85714286,9.0
397,1175000.0,6246951.85714286,7.0
398,1265000.0,6246951.85714286,10.0
399,1355000.0,6246951.85714286,10.0
400,1445000.0,6246951.85714286,0.0
401,1535000.0,6246951.85714286,0.0
402,1625000.0,6246951.85714286,0.0
403,1715000.0,6246951.85714286,0.0
404,1805000.0,6246951.85714286,0.0
405,-2155000.0,6099534.42857143,8.0
406,-2065000.0,6099534.42857143,6.0
407,-1975000.0,6099534.42857143,5.0
408,-1885000.0,6099534.42857143,6.0
409,-1795000.0,6099534.42857143,9.0
410,-1705000.0,6099534.42857143,7.0
411,-1615000.0,6099534.42857143,10.0
412,-1525000.0,6099534.42857143,9.0
413,-1435000.0,6099534.42857143,8.0
414,-1345000.0,6099534.42857143,9.0
415,-1255000.0,6099534.42857143,11.0
416,-1165000.0,6099534.42857143,10.0
417,-1075000.0,6099534.42857143,9.0
418,-985000.0,6099534.42857143,11.0
419,-895000.0,6099534.42857143,7.0
420,-805000.0,6099534.42857143,9.0
421,-715000.0,6099534.42857143,7.0
422,-625000.0,6099534.42857143,7.0
423,-535000.0,6099534.42857143,8.0
424,-445000.0,6099534.42857143,9.0
425,-355000.0,6099534.42857143,11.0
426,-265000.0,6099534.42857143,9.0
427,-175000.0,6099534.42857143,8.0
428,-85000.0,6099534.42857143,7.0
429,5000.0,6099534.42857143,11.0
430,95000.0,6099534.42857143,9.0
431,185000.0,6099534.42857143,5.0
432,275000.0,6099534.42857143,6.0
433,365000.0,6099534.42857143,5.0
434,455000.0,6099534.42857143,9.0
435,545000.0,6099534.42857143,10.0
436,635000.0,6099534.42857143,9.0
437,725000.0,6099534.42857143,4.0
438,815000.0,6099534.42857143,11.0
439,905000.0,6099534.42857143,7.0
440,995000.0,6099534.42857143,11.0
441,1085000.0,6099534.42857143,7.0
442,1175000.0,6099534.42857143,12.0
443,1265000.0,6099534.42857143,0.0
444,1355000.0,6099534.42857143,0.0
445,1445000.0,6099534.42857143,0.0
446,1535000.0,6099534.42857143,0.0
447,1625000.0,6099534.42857143,0.0
448,1715000.0,6099534.42857143,0.0
449,1805000.0,6099534.42857143,0.0
450,-2155000.0,5952117.0,9.0
451,-2065000.0,5952117.0,5.0
452,-1975000.0,5952117.0,8.0
453,-1885000.0,5952117.0,10.0
454,-1795000.0,5952117.0,9.0
455,-1705000.0,5952117.0,9.0
456,-1615000.0,5952117.0,8.0
457,-1525000.0,5952117.0,10.0
458,-1435000.0,5952117.0,12.0
459,-1345000.0,5952117.0,7.0
460,-1255000.0,5952117.0,11.0
461,-1165000.0,5952117.0,7.0
462,-1075000.0,5952117.0,8.0
463,-985000.0,5952117.0,9.0
464,-895000.0,5952117.0,10.0
465,-805000.0,5952117.0,10.0
466,-715000.0,5952117.0,8.0
467,-625000.0,5952117.0,10.0
468,-535000.0,5952117.0,8.0
469,-445000.0,5952117.0,8.0
470,-355000.0,5952117.0,9.0
471,-265000.0,5952117.0,8.0
472,-175000.0,5952117.0,9.0
473,-85000.0,5952117.0,8.0
474,5000.0,5952117.0,9.0
475,95000.0,5952117.0,6.0
476,185000.0,5952117.0,8.0
477,275000.0,5952117.0,11.0
478,365000.0,5952117.0,10.0
479,455000.0,5952117.0,9.0
480,545000.0,5952117.0,8.0
481,635000.0,5952117.0,10.0
482,725000.0,5952117.0,8.0
483,815000.0,5952117.0,8.0
484,905000.0,5952117.0,10.0
485,995000.0,5952117.0,9.0
486,1085000.0,5952117.0,11.0
487,1175000.0,5952117.0,12.0
488,1265000.0,5952117.0,4.0
489,1355000.0,5952117.0,6.0
490,1445000.0,5952117.0,0.0
491,1535000.0,5952117.0,0.0
492,1625000.0,5952117.0,0.0
493,1715000.0,5952117.0,0.0
494,1805000.0,5952117.0,0.0
495,-2155000.0,5804699.57142857,8.0
496,-2065000.0,5804699.57142857,8.0
497,-1975000.0,5804699.57142857,9.0
498,-1885000.0,5804699.57142857,8.0
499,-1795000.0,5804699.57142857,8.0
500,-1705000.0,5804699.57142857,11.0
501,-1615000.0,5804699.57142857,9.0
502,-1525000.0,5804699.57142857,13.0
503,-1435000.0,5804699.57142857,9.0
504,-1345000.0,5804699.57142857,10.0
505,-1255000.0,5804699.57142857,11.0
506,-1165000.0,5804699.57142857,9.0
507,-1075000.0,5804699.57142857,9.0
508,-985000.0,5804699.57142857,12.0
509,-895000.0,5804699.57142857,8.0
510,-805000.0,5804699.57142857,12.0
511,-715000.0,5804699.57142857,7.0
512,-625000.0,5804699.57142857,7.0
513,-535000.0,5804699.57142857,8.0
514,-445000.0,5804699.57142857,7.0
515,-355000.0,5804699.57142857,7.0
516,-265000.0,5804699.57142857,10.0
517,-175000.0,5804699.57142857,11.0
518,-85000.0,5804699.57142857,6.0
519,5000.0,5804699.57142857,14.0
520,95000.0,5804699.57142857,8.0
521,185000.0,5804699.57142857,11.0
522,275000.0,5804699.57142857,10.0
523,365000.0,5804699.57142857,6.0
524,455000.0,5804699.57142857,9.0
525,545000.0,5804699.57142857,7.0
526,635000.0,5804699.57142857,7.0
527,725000.0,5804699.57142857,11.0
528,815000.0,5804699.57142857,10.0
529,905000.0,5804699.57142857,11.0
530,995000.0,5804699.57142857,11.0
531,1085000.0,5804699.57142857,11.0
532,1175000.0,5804699.57142857,9.0
533,1265000.0,5804699.57142857,11.0
534,1355000.0,5804699.57142857,10.0
535,1445000.0,5804699.57142857,10.0
536,1535000.0,5804699.57142857,0.0
537,1625000.0,5804699.57142857,0.0
538,1715000.0,5804699.57142857,0.0
539,1805000.0,5804699.57142857,0.0
540,-2155000.0,5657282.14285714,10.0
541,-2065000.0,5657282.14285714,12.0
542,-1975000.0,5657282.14285714,15.0
543,-1885000.0,5657282.14285714,9.0
544,-1795000.0,5657282.14285714,11.0
545,-1705000.0,5657282.14285714,9.0
546,-1615000.0,5657282.14285714,9.0
547,-1525000.0,5657282.14285714,11.0
548,-1435000.0,5657282.14285714,9.0
549,-1345000.0,5657282.14285714,10.0
550,-1255000.0,5657282.14285714,11.0
551,-1165000.0,5657282.14285714,9.0
552,-1075000.0,5657282.14285714,12.0
553,-985000.0,5657282.14285714,8.0
554,-895000.0,5657282.14285714,14.0
555,-805000.0,5657282.14285714,11.0
556,-715000.0,5657282.14285714,8.0
557,-625000.0,5657282.14285714,5.0
558,-535000.0,5657282.14285714,11.0
559,-445000.0,5657282.14285714,11.0
560,-355000.0,5657282.14285714,8.0
561,-265000.0,5657282.14285714,10.0
562,-175000.0,5657282.14285714,11.0
563,-85000.0,5657282.14285714,12.0
564,5000.0,5657282.14285714,9.0
565,95000.0,5657282.14285714,10.0
566,185000.0,5657282.14285714,10.0
567,275000.0,5657282.14285714,11.0
568,365000.0,5657282.14285714,9.0
569,455000.0,5657282.14285714,7.0
570,545000.0,5657282.14285714,8.0
571,635000.0,5657282.14285714,10.0
572,725000.0,5657282.14285714,12.0
573,815000.0,5657282.14285714,9.0
574,905000.0,5657282.14285714,10.0
575,995000.0,5657282.14285714,9.0
576,1085000.0,5657282.14285714,0.0
577,1175000.0,5657282.14285714,7.0
578,1265000.0,5657282.14285714,12.0
579,1355000.0,5657282.14285714,8.0
580,1445000.0,5657282.14285714,0.0
581,1535000.0,5657282.14285714,0.0
582,1625000.0,5657282.14285714,0.0
583,1715000.0,5657282.14285714,0.0
584,1805000.0,5657282.14285714,0.0
585,-2155000.0,5509864.71428571,11.0
586,-2065000.0,5509864.71428571,12.0
587,-1975000.0,5509864.71428571,8.0
588,-1885000.0,5509864.71428571,9.0
589,-1795000.0,5509864.71428571,10.0
590,-1705000.0,5509864.71428571,8.0
591,-1615000.0,5509864.71428571,9.0
592,-1525000.0,5509864.71428571,7.0
593,-1435000.0,5509864.71428571,12.0
594,-1345000.0,5509864.71428571,12.0
595,-1255000.0,5509864.71428571,7.0
596,-1165000.0,5509864.71428571,12.0
597,-1075000.0,5509864.71428571,10.0
598,-985000.0,5509864.71428571,8.0
599,-895000.0,5509864.71428571,11.0
600,-805000.0,5509864.71428571,13.0
601,-715000.0,5509864.71428571,12.0
602,-625000.0,5509864.71428571,5.0
603,-535000.0,5509864.71428571,11.0
604,-445000.0,5509864.71428571,9.0
605,-355000.0,5509864.71428571,12.0
606,-265000.0,5509864.71428571,9.0
607,-175000.0,5509864.71428571,7.0
608,-85000.0,5509864.71428571,9.0
609,5000.0,5509864.71428571,9.0
610,95000.0,5509864.71428571,12.0
611,185000.0,5509864.71428571,10.0
612,275000.0,5509864.71428571,11.0
613,365000.0,5509864.71428571,9.0
614,455000.0,5509864.71428571,7.0
615,545000.0,5509864.71428571,5.0
616,635000.0,5509864.71428571,9.0
617,725000.0,5509864.71428571,0.0
618,815000.0,5509864.71428571,11.0
619,905000.0,5509864.71428571,12.0
620,995000.0,5509864.71428571,11.0
621,1085000.0,5509864.71428571,11.0
622,1175000.0,5509864.71428571,12.0
623,1265000.0,5509864.71428571,0.0
624,1355000.0,5509864.71428571,0.0
625,1445000.0,5509864.71428571,0.0
626,1535000.0,5509864.71428571,0.0
627,1625000.0,5509864.71428571,0.0
628,1715000.0,5509864.71428571,0.0
629,1805000.0,5509864.71428571,0.0
