GRIDCODE,XCOO,YCOO,AREA,PERIMETER,X_COORD,Y_COORD,OceanTag,LenCoast,PctLand,NPPMN,NPPMX,PctLand,temp,wetdays,Plants,Mammals,Precip_ratio_end21st_start_21st_c,temp_2091_2099,wetdays_2091_2099,wetdays_2091_2099_capped,Amphib,Reptile,Bird,PlantsNorm,AmphibsNorm,ReptilesNorm,MammalsNorm,LandEctoNorm,LandAllNorm
522,27,12,791315.204,3558.236,32,-38.20473,Indian,0,0,0,0,0,19.28611111,8.927777778,2459.61,0,1.12028015,23.79100952,10.00161223,10.00161223,0,0,18,0.394892238,0,0,0,0.131630746,0.09872306
523,28,12,791315.204,3558.236,40,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
524,29,12,791315.204,3558.236,48,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
525,30,12,791315.204,3558.236,56,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
526,31,12,791315.204,3558.236,64,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
527,32,12,791315.204,3558.236,72,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
528,33,12,791315.204,3558.236,80,-38.20473,Indian,43.92182551,8.02E-05,8854.804124,16967,0.0000802,13.37222222,18.26111111,0,0,0.85777318,17.04299316,15.66389135,15.66389135,0,0,10,0,0,0,0,0,0
529,34,12,791315.204,3558.236,88,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
530,35,12,791315.204,3558.236,96,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
531,36,12,791315.204,3558.236,104,-38.20473,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
532,37,12,791315.204,3558.236,112,-38.20473,Indian,349.0860691,0.0132302,14570.32078,20417,0.0132302,15.74861111,12.82361111,1755.66,25,0.70033161,20.93683777,8.980780215,8.980780215,19,10,225,0.281872536,0.032040472,0.028409091,0.058685446,0.114107366,0.100251886
533,38,12,791315.204,3558.236,120,-38.20473,Indian,1545.662779,0.125949,7511.049704,20585,0.125949,15.53017891,10.80645009,1647.12,39,0.69827913,20.79340644,7.545918567,7.545918567,23,17,257,0.264446357,0.038785835,0.048295455,0.091549296,0.117175882,0.110769235
534,39,12,791315.204,3558.236,128,-38.20473,Indian,43.75838673,0.000300724,4533.1125,9630,0.000300724,16.34666667,8.087222222,706.527,16,0.73129765,21.24160156,5.914166606,5.914166606,5,12,171,0.113433442,0.008431703,0.034090909,0.037558685,0.051985351,0.048378685
535,40,12,791315.204,3558.236,136,-38.20473,Indian,3376.124655,0.116323,4479.943184,20400,0.116323,15.859319,9.246057348,989.687,60,0.61739776,21.12866044,5.708495095,5.708495095,15,20,353,0.158894993,0.02529511,0.056818182,0.14084507,0.080336095,0.095463339
536,41,12,791315.204,3558.236,144,-38.20473,Indian,5513.785118,0.609596,6687.589209,19635,0.609596,14.1377572,10.24236397,1502.48,87,0.84753233,19.435189,8.6807346,8.6807346,44,23,416,0.241224296,0.074198988,0.065340909,0.204225352,0.126921398,0.146247386
537,42,12,791315.204,3558.236,152,-38.20473,Pacific,3376.602555,0.157819,10740.39786,20000,0.157819,13.20542929,10.08794192,1519.54,84,1.13560294,18.83207925,11.4558965,11.4558965,59,15,418,0.243963292,0.099494098,0.042613636,0.197183099,0.128690342,0.145813531
538,43,12,791315.204,3558.236,160,-38.20473,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
539,44,12,791315.204,3558.236,168,-38.20473,Pacific,315.5264264,0.0185181,11082.46322,17699,0.0185181,8.783585859,14.7709596,0,2,0.95714726,14.25936279,14.13798351,14.13798351,2,2,127,0,0.003372681,0.005681818,0.004694836,0.003018166,0.003437334
540,45,12,791315.204,3558.236,176,-38.20473,Pacific,7431.942334,0.193761,14556.01942,19273,0.193761,11.37755102,13.38137755,0,2,0.89256803,17.31526477,11.9437898,11.9437898,7,6,187,0,0.011804384,0.017045455,0.004694836,0.009616613,0.008386169
541,1,13,791315.204,3558.236,-176,-49.46882,Pacific,482.8268897,0.0010047,12446.90514,16759,0.0010047,12.6037037,9.739814815,0,0,1.28022663,17.91366984,12.4691703,12.4691703,0,0,73,0,0,0,0,0,0
542,2,13,791315.204,3558.236,-168,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
543,3,13,791315.204,3558.236,-160,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
544,4,13,791315.204,3558.236,-152,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
545,5,13,791315.204,3558.236,-144,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
546,6,13,791315.204,3558.236,-136,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
547,7,13,791315.204,3558.236,-128,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
548,8,13,791315.204,3558.236,-120,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
549,9,13,791315.204,3558.236,-112,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
550,10,13,791315.204,3558.236,-104,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
551,11,13,791315.204,3558.236,-96,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
552,12,13,791315.204,3558.236,-88,-49.46882,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
553,13,13,791315.204,3558.236,-80,-49.46882,Pacific,0,0,0,0,0,0,0,1071.45,1,0,0,0,0,0,0,20,0.172022105,0,0,0.002347418,0.057340702,0.043592381
554,14,13,791315.204,3558.236,-72,-49.46882,Pacific,54559.5599,0.683986,2962.022488,16544,0.683986,6.630357143,6.158060516,1398.18,59,1.01384005,10.53357395,6.243288381,6.243288381,19,7,215,0.224478852,0.032040472,0.019886364,0.138497653,0.092135229,0.103725835
555,15,13,791315.204,3558.236,-64,-49.46882,Atlantic,5323.23022,0.130838,2577.461438,13745,0.130838,8.912953795,6.476512651,1178.02,39,0.93569524,12.84543566,6.060042059,6.060042059,4,5,213,0.189131998,0.006745363,0.014204545,0.091549296,0.070027302,0.075407801
556,16,13,791315.204,3558.236,-56,-49.46882,Atlantic,3478.356178,0.0111347,6574.096579,13663,0.0111347,5.854166667,10.66684028,0,1,0.97794546,8.70568428,10.43158802,10.43158802,0,0,98,0,0,0,0.002347418,0,0.000586854
557,17,13,791315.204,3558.236,-48,-49.46882,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
558,18,13,791315.204,3558.236,-40,-49.46882,Atlantic,1124.763197,0.00426336,2601.987531,7398,0.00426336,0.206666667,18.92444444,0,0,1.23724411,3.04979858,23.41415742,23.41415742,0,0,18,0,0,0,0,0,0
559,19,13,791315.204,3558.236,-32,-49.46882,Atlantic,124.6145044,0.000254636,2814.722222,5891,0.000254636,-0.913888889,19.14907407,0,0,1.23496294,1.96366781,23.64839681,23.64839681,0,0,16,0,0,0,0,0,0
560,20,13,791315.204,3558.236,-24,-49.46882,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
561,21,13,791315.204,3558.236,-16,-49.46882,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
562,22,13,791315.204,3558.236,-8,-49.46882,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
563,23,13,791315.204,3558.236,0,-49.46882,Atlantic,37.06168099,6.13E-05,0,0,0.0000613,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
564,24,13,791315.204,3558.236,8,-49.46882,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
565,25,13,791315.204,3558.236,16,-49.46882,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
566,26,13,791315.204,3558.236,24,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
567,27,13,791315.204,3558.236,32,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
568,28,13,791315.204,3558.236,40,-49.46882,Indian,116.7286849,0.00041944,6435.74833,13110,0.00041944,4.052777778,26.51666667,0,0,1.10021603,7.52498779,29.17406173,29.17406173,0,0,15,0,0,0,0,0,0
569,29,13,791315.204,3558.236,48,-49.46882,Indian,122.9044243,0.000280926,5442.384615,12938,0.000280926,5.2625,22.83333333,0,0,1.0889368,8.57351075,24.86405693,24.86405693,0,0,16,0,0,0,0,0,0
570,30,13,791315.204,3558.236,56,-49.46882,Indian,56.81690088,0.000147923,3377.934426,8242,0.000147923,5.2625,22.83333333,0,0,1.0889368,8.57351075,24.86405693,24.86405693,0,0,16,0,0,0,0,0,0
571,31,13,791315.204,3558.236,64,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
572,32,13,791315.204,3558.236,72,-49.46882,Indian,3026.430987,0.00950519,3014.216384,11089,0.00950519,3.203703704,20.09837963,0,0,1.18036088,6.20324351,23.72334107,23.72334107,0,0,18,0,0,0,0,0,0
573,33,13,791315.204,3558.236,80,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
574,34,13,791315.204,3558.236,88,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
575,35,13,791315.204,3558.236,96,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
576,36,13,791315.204,3558.236,104,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
577,37,13,791315.204,3558.236,112,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
578,38,13,791315.204,3558.236,120,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
579,39,13,791315.204,3558.236,128,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
580,40,13,791315.204,3558.236,136,-49.46882,Indian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
581,41,13,791315.204,3558.236,144,-49.46882,Indian,605.5785115,0.0030936,11709.39734,17681,0.0030936,10.31319444,16.65104167,1502.48,28,0.90008402,14.1530014,14.98733652,14.98733652,6,1,176,0.241224296,0.010118044,0.002840909,0.0657277,0.08472775,0.079977737
582,42,13,791315.204,3558.236,152,-49.46882,Pacific,0,0,0,0,0,11.175,14.80694444,0,0,0.87773349,15.31600342,12.99655102,12.99655102,0,0,22,0,0,0,0,0,0
583,43,13,791315.204,3558.236,160,-49.46882,Pacific,76.93215793,0.000161072,5081.618519,9903,0.000161072,4.640972222,24.42569444,0,0,1.22939786,6.77449951,30.02889647,30,0,0,51,0,0,0,0,0,0
584,44,13,791315.204,3558.236,168,-49.46882,Pacific,4148.171869,0.122172,7942.728419,16656,0.122172,7.929230769,14.20542735,0,3,1.0776218,12.48366042,15.30807819,15.30807819,2,4,167,0,0.003372681,0.011363636,0.007042254,0.004912106,0.005444643
585,45,13,791315.204,3558.236,176,-49.46882,Pacific,441.4484377,0.00567334,8701.573381,15733,0.00567334,10.17777778,10.40802469,0,0,0.95735917,15.25010919,9.964217879,9.964217879,2,1,135,0,0.003372681,0.002840909,0,0.002071197,0.001553398
586,1,14,791315.204,3558.236,-176,-65.22635,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
587,2,14,791315.204,3558.236,-168,-65.22635,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
588,3,14,791315.204,3558.236,-160,-65.22635,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
589,4,14,791315.204,3558.236,-152,-65.22635,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
590,5,14,791315.204,3558.236,-144,-65.22635,Pacific,35.29197572,1.81E-05,0,0,0.0000181,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
591,6,14,791315.204,3558.236,-136,-65.22635,Pacific,719.8368799,0.00317373,0,0,0.00317373,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
592,7,14,791315.204,3558.236,-128,-65.22635,Pacific,2159.900879,0.0107711,0,0,0.0107711,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
593,8,14,791315.204,3558.236,-120,-65.22635,Pacific,2697.793924,0.0202993,0,0,0.0202993,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
594,9,14,791315.204,3558.236,-112,-65.22635,Pacific,1654.956943,0.0127052,0,0,0.0127052,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
595,10,14,791315.204,3558.236,-104,-65.22635,Pacific,3271.969587,0.0181197,0,0,0.0181197,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
596,11,14,791315.204,3558.236,-96,-65.22635,Pacific,4020.820105,0.0711337,0,0,0.0711337,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
597,12,14,791315.204,3558.236,-88,-65.22635,Pacific,1795.433053,0.0591,0,0,0.0591,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
598,13,14,791315.204,3558.236,-80,-65.22635,Pacific,1910.542871,0.0459529,0,0,0.0459529,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
599,14,14,791315.204,3558.236,-72,-65.22635,Pacific,7735.127248,0.131007,0,0,0.131007,4.661111111,10.26944444,909.948,3,1.13737643,7.42699585,11.68022406,11.68022406,0,0,110,0.146092837,0,0,0.007042254,0.048697612,0.038283773
600,15,14,791315.204,3558.236,-64,-65.22635,Atlantic,14830.88844,0.252751,0,0,0.252751,4.555555556,10.28796296,1133.44,3,1.13072658,7.36300049,11.63287317,11.63287317,0,0,110,0.181974646,0,0,0.007042254,0.060658215,0.047254225
601,16,14,791315.204,3558.236,-56,-65.22635,Atlantic,4419.731649,0.0208596,0,0,0.0208596,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
602,17,14,791315.204,3558.236,-48,-65.22635,Atlantic,478.4954093,0.000750578,0,0,0.000750578,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
603,18,14,791315.204,3558.236,-40,-65.22635,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
604,19,14,791315.204,3558.236,-32,-65.22635,Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
605,20,14,791315.204,3558.236,-24,-65.22635,Atlantic,624.4460471,0.00581861,0,0,0.00581861,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
606,21,14,791315.204,3558.236,-16,-65.22635,Atlantic,970.0706085,0.0574353,0,0,0.0574353,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
607,22,14,791315.204,3558.236,-8,-65.22635,Atlantic,1591.080931,0.128292,0,0,0.128292,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
608,23,14,791315.204,3558.236,0,-65.22635,Atlantic,1393.684703,0.138938,0,0,0.138938,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
609,24,14,791315.204,3558.236,8,-65.22635,Atlantic,892.2438947,0.168069,0,0,0.168069,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
610,25,14,791315.204,3558.236,16,-65.22635,Atlantic,893.3293791,0.170184,0,0,0.170184,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
611,26,14,791315.204,3558.236,24,-65.22635,Indian,892.2497681,0.167036,0,0,0.167036,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
612,27,14,791315.204,3558.236,32,-65.22635,Indian,1036.580101,0.204318,0,0,0.204318,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
613,28,14,791315.204,3558.236,40,-65.22635,Indian,1266.908777,0.225132,0,0,0.225132,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
614,29,14,791315.204,3558.236,48,-65.22635,Indian,2034.125624,0.309033,0,0,0.309033,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
615,30,14,791315.204,3558.236,56,-65.22635,Indian,1577.816388,0.346774,0,0,0.346774,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
616,31,14,791315.204,3558.236,64,-65.22635,Indian,925.8939367,0.29005,0,0,0.29005,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
617,32,14,791315.204,3558.236,72,-65.22635,Indian,2382.811228,0.181242,0,0,0.181242,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
618,33,14,791315.204,3558.236,80,-65.22635,Indian,1261.871533,0.259182,0,0,0.259182,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
619,34,14,791315.204,3558.236,88,-65.22635,Indian,1212.369023,0.327255,0,0,0.327255,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
620,35,14,791315.204,3558.236,96,-65.22635,Indian,1473.801331,0.348778,0,0,0.348778,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
621,36,14,791315.204,3558.236,104,-65.22635,Indian,1820.521157,0.365132,0,0,0.365132,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
622,37,14,791315.204,3558.236,112,-65.22635,Indian,1152.150627,0.35655,0,0,0.35655,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
623,38,14,791315.204,3558.236,120,-65.22635,Indian,1413.589608,0.330648,0,0,0.330648,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
624,39,14,791315.204,3558.236,128,-65.22635,Indian,1088.439812,0.344006,0,0,0.344006,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
625,40,14,791315.204,3558.236,136,-65.22635,Indian,1159.071955,0.358348,0,0,0.358348,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
626,41,14,791315.204,3558.236,144,-65.22635,Indian,1390.984987,0.314497,0,0,0.314497,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
627,42,14,791315.204,3558.236,152,-65.22635,Pacific,1233.321419,0.247701,0,0,0.247701,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
628,43,14,791315.204,3558.236,160,-65.22635,Pacific,1798.57191,0.189635,0,0,0.189635,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
629,44,14,791315.204,3558.236,168,-65.22635,Pacific,3026.602997,0.0832722,0,0,0.0832722,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
630,45,14,791315.204,3558.236,176,-65.22635,Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
